id_aluno;ano;genero;idade;anos_na_pm;instituicao;fase;fase_ideal;defasagem;inde;pedra;IAA;IEG;IPS;IPP;IDA;IPV;IAN;nota_mat;nota_por;nota_ing;qtd_avaliadores;defasagem_prox;inde_prox;fase_prox;var_defasagem;var_inde;risco
RA-469;2023;F;12,0;1;Pública;2,0;3,0;-1,0;7,482533333;Ametista;7,5;9,3;2,52;7,916666667;7,8;8,843333333;5,0;6,8;8,8;;3,0;0,0;7,684639869300001;3,0;1,0;0,20210653630000053;0
RA-470;2022;F;13,0;3;Pública;2,0;3,0;-1,0;7,378;Ametista;8,0;9,7;7,5;;6,3;7,5;5,0;5,3;7,3;;3,0;-1,0;6,993766667;3,0;0,0;-0,38423333300000007;0
RA-470;2023;F;14,0;4;Pública;3,0;4,0;-1,0;6,993766667;Ágata;8,8;9,2;5,0;7,5;4,9;7,71;5,0;6,0;4,3;4,5;4,0;0,0;6,981130848;4,0;1,0;-0,01263581899999977;0
RA-471;2022;F;13,0;2;Pública;2,0;3,0;-1,0;6,535;Ágata;3,5;8,5;5,0;;6,3;8,056;5,0;5,7;6,8;;3,0;0,0;6,855541667;3,0;1,0;0,32054166699999964;0
RA-471;2023;F;13,0;3;Pública;3,0;3,0;0,0;6,855541667;Ágata;0,0;9,0;6,27;7,96875;5,0;8,125;10,0;6,3;4,0;4,8;4,0;0,0;6,635847117766667;4,0;0,0;-0,2196945492333331;0
RA-472;2022;F;12,0;0;Pública;2,0;3,0;-1,0;5,93;Quartzo;9,0;7,0;7,5;;2,0;7,056;5,0;1,8;2,2;;3,0;-1,0;6,6858;2,0;0,0;0,7558000000000007;0
RA-472;2023;F;13,0;1;Pública;2,0;3,0;-1,0;6,6858;Ágata;5,1;7,1;7,52;7,708333333;5,5;8,223333333;5,0;3,7;7,2;;3,0;-1,0;6,6397610766;2,0;0,0;-0,046038923400000265;0
RA-474;2022;M;13,0;3;Pública;2,0;3,0;-1,0;6,446;Ágata;9,5;9,1;7,5;;3,0;6,0;5,0;1,3;4,7;;3,0;-1,0;5,283583333;3,0;0,0;-1,1624166669999996;0
RA-474;2023;M;14,0;4;Pública;3,0;4,0;-1,0;5,283583333;Quartzo;0,0;7,8;5,0;7,1875;3,3;6,7575;5,0;4,8;3,8;1,2;4,0;-1,0;6,024753703733333;3,0;0,0;0,7411703707333333;0
RA-476;2022;F;12,0;3;Pública;2,0;3,0;-1,0;6,931;Ágata;9,0;9,3;4,4;;5,5;7,556;5,0;5,0;6,0;;3,0;0,0;6,492408333;3,0;1,0;-0,43859166699999985;0
RA-476;2023;F;13,0;4;Pública;3,0;3,0;0,0;6,492408333;Ágata;7,9;7,0;2,52;7,34375;4,1;7,505;10,0;5,0;4,5;2,7;4,0;0,0;6,7359982456;3,0;0,0;0,24358991260000007;0
RA-478;2022;F;12,0;3;Pública;2,0;3,0;-1,0;6,709;Ágata;8,5;9,1;5,6;;4,9;7,056;5,0;3,8;6,0;;3,0;0,0;6,443616667;3,0;1,0;-0,26538333299999994;0
RA-479;2022;M;10,0;2;Privada - Parceira;1,0;2,0;-1,0;8,465;Topázio;8,0;9,2;7,5;;9,8;9,5;5,0;10,0;9,7;;3,0;0,0;8,988866667;2,0;1,0;0,5238666670000001;0
RA-479;2023;M;11,0;3;Privada - Apadrinhamento;2,0;2,0;0,0;8,988866667;Topázio;9,0;10,0;2,52;9,791666667;9,7;9,6375;10,0;9,3;10,0;;3,0;1,0;8,901966666666668;3,0;1,0;-0,08690000033333156;0
RA-48;2022;F;15,0;5;Privada - Parceira;5,0;5,0;0,0;8,006;Ametista;6,7;8,4;7,5;;8,1;8,5;10,0;6,7;8,0;9,5;3,0;0,0;7,797058333;6,0;0,0;-0,2089416670000004;0
RA-48;2023;F;16,0;6;Privada - Apadrinhamento;6,0;6,0;0,0;7,797058333;Ametista;6,7;8,4;6,26;7,65625;7,7;7,6275;10,0;8,3;5,7;9,0;4,0;0,0;8,402390371800001;7,0;0,0;0,6053320388000012;0
RA-480;2022;F;10,0;1;Pública;1,0;2,0;-1,0;7,502;Ametista;9,0;8,8;7,5;;6,3;8,444;5,0;6,8;5,7;;3,0;-1,0;8,226408333;1,0;0,0;0,7244083330000004;0
RA-480;2023;F;11,0;2;Pública;1,0;2,0;-1,0;8,226408333;Topázio;10,0;9,7;7,52;7,96875;7,9;8,336666667;5,0;7,2;8,5;;3,0;0,0;7,260202380900001;2,0;1,0;-0,9662059520999993;0
RA-483;2022;F;11,0;3;Pública;1,0;2,0;-1,0;5,263;Quartzo;9,0;4,8;5,0;;2,4;6,833;5,0;2,0;2,8;;3,0;-2,0;6,3972;1,0;-1,0;1,1341999999999999;1
RA-483;2023;F;12,0;4;Pública;1,0;3,0;-2,0;6,3972;Ágata;9,0;6,0;2,52;7,916666667;5,6;8,166666667;5,0;5,0;6,2;;3,0;-1,0;6,578604762;2,0;1,0;0,18140476200000055;0
RA-484;2022;M;11,0;0;Pública;1,0;2,0;-1,0;6,71;Ágata;9,5;8,7;5,0;;6,5;6,389;5,0;8,0;5,0;;3,0;-1,0;5,515466667;2,0;0,0;-1,1945333329999999;0
RA-484;2023;M;12,0;1;Pública;2,0;3,0;-1,0;5,515466667;Quartzo;6,4;7,5;2,52;5,416666667;3,6;6,8;5,0;3,2;4,0;;3,0;0,0;3,8354776573333336;3,0;1,0;-1,6799890096666665;0
RA-486;2022;F;10,0;2;Pública;1,0;2,0;-1,0;7,621;Ametista;10,0;9,9;7,5;;7,3;7,222;5,0;6,7;7,8;;3,0;0,0;7,1043;2,0;1,0;-0,5167000000000002;0
RA-487;2022;F;10,0;3;Privada - Parceira;1,0;2,0;-1,0;8,417;Topázio;7,5;9,7;7,5;;9,6;9,333;5,0;9,7;9,5;;3,0;0,0;8,988866667;2,0;1,0;0,5718666670000001;0
RA-487;2023;F;11,0;4;Privada - Apadrinhamento;2,0;2,0;0,0;8,988866667;Topázio;8,5;9,9;5,0;9,166666667;9,5;9,26;10,0;9,2;9,7;;3,0;0,0;9,4171373016;3,0;0,0;0,4282706346000005;0
RA-49;2022;F;17,0;0;Pública;5,0;7,0;-2,0;6,304;Ágata;7,5;7,4;7,5;;3,9;7,042;5,0;1,5;4,2;6,2;3,0;0,0;;8,0;2,0;;0
RA-49;2023;F;18,0;1;Privada - Bolsa 100%;8,0;8,0;0,0;;;;;;;;;10,0;;;;;0,0;;8,0;0,0;;0
RA-490;2022;F;10,0;0;Pública;1,0;2,0;-1,0;7,576;Ametista;7,9;8,2;7,5;;7,7;8,722;5,0;6,0;9,3;;3,0;0,0;7,429466667;2,0;1,0;-0,14653333299999982;0
RA-490;2023;F;11,0;1;Privada;2,0;2,0;0,0;7,429466667;Ametista;7,9;7,9;2,52;8,541666667;5,8;9,0075;10,0;2,8;8,7;;3,0;1,0;7,368084290266667;3,0;1,0;-0,06138237673333258;0
RA-491;2022;M;11,0;0;Pública;1,0;2,0;-1,0;7,461;Ametista;7,5;9,7;7,5;;7,0;7,722;5,0;6,0;8,0;;3,0;0,0;7,560533333;2,0;1,0;0,09953333300000011;0
RA-491;2023;M;11,0;1;Pública;2,0;2,0;0,0;7,560533333;Ametista;9,5;9,6;2,52;7,708333333;5,0;8,3375;10,0;3,3;6,7;;3,0;-1,0;6,995247619100001;2,0;-1,0;-0,5652857138999998;1
RA-493;2022;F;9,0;2;Pública;1,0;1,0;0,0;8,306;Topázio;10,0;9,4;7,5;;7,2;8,278;10,0;7,3;7,0;;3,0;0,0;7,934366667;2,0;0,0;-0,37163333299999923;0
RA-493;2023;F;10,0;3;Pública;2,0;2,0;0,0;7,934366667;Ametista;9,5;9,6;2,52;8,541666667;6,0;8,84;10,0;4,7;7,2;;3,0;1,0;7,464325;3,0;1,0;-0,4700416670000003;0
RA-494;2022;F;11,0;0;Pública;1,0;2,0;-1,0;6,407;Ágata;6,4;8,3;5,0;;5,8;6,944;5,0;6,3;5,2;;3,0;-1,0;7,116633333;2,0;0,0;0,7096333330000002;0
RA-494;2023;F;12,0;1;Privada;2,0;3,0;-1,0;7,116633333;Ametista;6,9;9,0;2,52;7,708333333;6,8;8,71;5,0;6,3;7,3;;3,0;0,0;7,922281328333334;3,0;1,0;0,8056479953333335;0
RA-495;2022;M;11,0;0;Pública;1,0;2,0;-1,0;7,857;Ametista;9,0;8,9;7,5;;8,4;8,056;5,0;8,0;8,8;;3,0;-1,0;7,417366667;2,0;0,0;-0,4396333330000006;0
RA-496;2022;M;11,0;4;Pública;1,0;2,0;-1,0;6,683;Ágata;8,5;6,8;7,5;;5,7;7,556;5,0;5,8;5,5;;3,0;-1,0;6,603666667;2,0;0,0;-0,07933333300000012;0
RA-496;2023;M;12,0;5;Privada;2,0;3,0;-1,0;6,603666667;Ágata;0,0;7,1;5,0;7,916666667;8,3;8,71;5,0;7,5;9,0;;3,0;0,0;6,726607507733334;3,0;1,0;0,12294084073333433;0
RA-497;2022;F;13,0;6;Privada - Parceira;1,0;3,0;-2,0;6,323;Ágata;6,9;9,2;5,0;;5,1;5,833;5,0;4,2;6,0;;3,0;-2,0;5,7191;2,0;0,0;-0,6039000000000003;0
RA-497;2023;F;14,0;7;Privada - Apadrinhamento;2,0;4,0;-2,0;5,7191;Quartzo;5,3;8,7;2,52;6,25;3,5;6,885;5,0;1,7;5,3;;3,0;-1,0;4,4960809524;2,0;1,0;-1,2230190476000002;0
RA-499;2022;M;10,0;2;Pública;1,0;2,0;-1,0;7,826;Ametista;8,5;10,0;7,5;;8,2;7,444;5,0;8,2;8,2;;3,0;0,0;7,8883;2,0;1,0;0,062300000000000466;0
RA-499;2023;M;11,0;3;Pública;2,0;2,0;0,0;7,8883;Ametista;7,9;10,0;2,52;8,75;6,6;8,2975;10,0;5,3;7,8;;3,0;0,0;7,5794738095;2,0;0,0;-0,3088261905000005;0
RA-5;2022;F;17,0;6;Privada - Parceira;7,0;7,0;0,0;7,427;Ametista;7,9;8,6;5,6;;5,2;7,389;10,0;7,0;2,9;5,7;4,0;0,0;;8,0;0,0;;0
RA-500;2022;F;10,0;2;Pública;1,0;2,0;-1,0;8,232;Topázio;9,0;10,0;7,5;;9,5;7,889;5,0;9,5;9,5;;3,0;0,0;8,427533333;2,0;1,0;0,1955333330000002;0
RA-500;2023;F;11,0;3;Pública;2,0;2,0;0,0;8,427533333;Topázio;9,5;10,0;2,52;8,958333333;7,9;8,7975;10,0;8,5;7,2;;3,0;0,0;8,077708333333334;3,0;0,0;-0,3498249996666658;0
RA-501;2022;M;9,0;1;Pública;1,0;1,0;0,0;7,794;Ametista;8,5;8,8;7,5;;6,8;7,333;10,0;8,0;5,7;;3,0;-1,0;8,1357;1,0;-1,0;0,34170000000000034;1
RA-501;2023;M;10,0;2;Pública;1,0;2,0;-1,0;8,1357;Topázio;7,0;8,4;7,52;8,541666667;8,9;9,396666667;5,0;9,2;8,5;;3,0;0,0;8,2779474937;2,0;1,0;0,14224749369999934;0
RA-502;2022;F;8,0;1;Privada - Parceira;1,0;0,0;1,0;8,287;Topázio;9,5;9,7;7,5;;7,4;7,778;10,0;6,7;8,2;;3,0;0,0;8,749075;1,0;-1,0;0,4620749999999987;0
RA-502;2023;F;9,0;2;Privada - Apadrinhamento;1,0;1,0;0,0;8,749075;Topázio;8,5;9,8;7,52;7,96875;8,0;8,95;10,0;6,7;9,3;;3,0;0,0;8,5023309524;2,0;0,0;-0,24674404760000002;0
RA-503;2022;M;10,0;2;Pública;1,0;2,0;-1,0;7,95;Ametista;8,5;10,0;7,5;;8,8;7,5;5,0;8,7;9,0;;3,0;0,0;8,4682;2,0;1,0;0,5181999999999993;0
RA-503;2023;M;11,0;3;Pública;2,0;2,0;0,0;8,4682;Topázio;9,5;10,0;2,52;8,75;8,7;8,255;10,0;8,7;8,7;;3,0;1,0;8,547495614066667;3,0;1,0;0,07929561406666785;0
RA-504;2022;F;9,0;1;Pública;1,0;1,0;0,0;8,072;Topázio;8,5;8,9;7,5;;8,0;7,556;10,0;7,8;8,2;;3,0;0,0;8,299533333;1,0;0,0;0,22753333300000023;0
RA-506;2022;M;12,0;2;Pública;1,0;3,0;-2,0;7,132;Ametista;9,5;7,3;7,5;;7,2;7,278;5,0;8,3;6,0;;3,0;-1,0;7,750033333;2,0;1,0;0,6180333330000005;0
RA-508;2022;M;10,0;0;Pública;1,0;2,0;-1,0;6,575;Ágata;8,0;7,4;7,5;;4,5;7,556;5,0;0,0;9,0;;3,0;0,0;7,671633333;2,0;1,0;1,0966333329999998;0
RA-508;2023;M;10,0;1;Pública;2,0;2,0;0,0;7,671633333;Ametista;6,4;8,6;2,52;8,333333333;7,5;8,6725;10,0;6,2;8,7;;3,0;1,0;6,771708625733333;3,0;1,0;-0,899924707266667;0
RA-509;2022;F;12,0;4;Pública;1,0;3,0;-2,0;7,808;Ametista;9,0;8,2;7,5;;9,2;7,833;5,0;9,3;9,0;;3,0;-1,0;7,606033333;2,0;1,0;-0,20196666699999977;0
RA-509;2023;F;12,0;5;Pública;2,0;3,0;-1,0;7,606033333;Ametista;8,5;8,1;2,52;8,958333333;8,6;8,84;5,0;8,2;9,0;;3,0;0,0;6,918152272733334;3,0;1,0;-0,6878810602666663;0
RA-513;2022;M;9,0;1;Pública;1,0;1,0;0,0;8,229;Topázio;9,0;9,6;5,6;;8,3;7,778;10,0;8,2;8,5;;3,0;0,0;8,297866667;2,0;0,0;0,06886666699999999;0
RA-513;2023;M;10,0;2;Privada;2,0;2,0;0,0;8,297866667;Topázio;9,5;9,7;2,52;8,541666667;7,5;9,0075;10,0;7,2;7,8;;3,0;1,0;8,728632539666668;3,0;1,0;0,43076587266666877;0
RA-514;2022;F;9,0;0;Pública;1,0;1,0;0,0;7,039;Ametista;8,0;9,7;7,5;;4,8;5,889;10,0;2,0;7,5;;3,0;-1,0;5,823133333;1,0;-1,0;-1,2158666669999993;1
RA-514;2023;F;10,0;1;Pública;1,0;2,0;-1,0;5,823133333;Quartzo;7,9;7,5;2,52;5,0;5,5;5,896666667;5,0;4,2;6,8;;3,0;0,0;6,219580952400001;2,0;1,0;0,39644761940000084;0
RA-516;2022;M;9,0;3;Privada - Parceira;1,0;1,0;0,0;8,903;Topázio;10,0;9,7;7,5;;9,9;8,056;10,0;10,0;9,8;;3,0;0,0;8,6807;2,0;0,0;-0,2223000000000006;0
RA-516;2023;M;10,0;4;Privada - Apadrinhamento;2,0;2,0;0,0;8,6807;Topázio;10,0;9,8;2,52;8,75;9,3;8,7175;10,0;9,0;9,5;;3,0;1,0;8,384033333366668;3,0;1,0;-0,29666666663333174;0
RA-517;2022;F;12,0;5;Pública;1,0;3,0;-2,0;7,604;Ametista;6,9;9,5;7,5;;7,7;7,833;5,0;7,8;7,5;;3,0;-1,0;6,3104;2,0;1,0;-1,2936000000000005;0
RA-517;2023;F;13,0;6;Pública;2,0;3,0;-1,0;6,3104;Ágata;4,1;9,0;2,52;6,875;6,6;6,7125;5,0;4,5;8,7;;3,0;0,0;5,880466583166668;3,0;1,0;-0,4299334168333315;0
RA-518;2022;M;10,0;0;Pública;1,0;2,0;-1,0;7,661;Ametista;9,0;9,4;7,5;;7,5;7,5;5,0;6,0;9,0;;3,0;0,0;7,5762;2,0;1,0;-0,08479999999999954;0
RA-518;2023;M;11,0;1;Pública;2,0;2,0;0,0;7,5762;Ametista;8,5;8,5;5,0;8,125;6,7;6,9175;10,0;5,5;7,8;;3,0;0,0;6,3467483709;3,0;0,0;-1,2294516290999997;0
RA-519;2022;M;9,0;0;Pública;1,0;1,0;0,0;8,0;Ametista;7,4;9,6;7,5;;7,5;7,333;10,0;7,0;8,0;;3,0;-1,0;8,0177;1,0;-1,0;0,017699999999999605;1
RA-52;2022;M;13,0;4;Privada - Parceira;5,0;3,0;2,0;7,861;Ametista;9,6;8,9;7,5;;6,2;7,5;10,0;3,3;6,3;8,8;3,0;1,0;7,9642;5,0;-1,0;0,10320000000000018;0
RA-52;2023;M;14,0;5;Privada - Apadrinhamento;5,0;4,0;1,0;7,9642;Ametista;10,0;9,8;2,52;8,125;6,4;8,2975;10,0;7,7;4,8;6,7;4,0;2,0;8,144466666733333;7,0;1,0;0,18026666673333303;0
RA-521;2022;M;9,0;0;Pública;1,0;1,0;0,0;7,725;Ametista;9,0;10,0;5,0;;6,0;7,5;10,0;5,0;7,0;;3,0;-1,0;6,768666667;1,0;-1,0;-0,9563333329999999;1
RA-521;2023;M;10,0;1;Pública;1,0;2,0;-1,0;6,768666667;Ágata;0,0;9,9;3,77;7,083333333;7,9;8,166666667;5,0;7,0;8,7;;3,0;0,0;7,479842857199999;2,0;1,0;0,7111761901999989;0
RA-522;2022;M;9,0;1;Pública;1,0;1,0;0,0;8,306;Topázio;9,5;9,1;7,5;;7,5;8,167;10,0;7,0;8,0;;3,0;-1,0;7,890533333;1,0;-1,0;-0,41546666699999957;1
RA-522;2023;M;10,0;2;Pública;1,0;2,0;-1,0;7,890533333;Ametista;7,5;9,2;7,52;7,083333333;8,3;8,45;5,0;8,3;8,2;;3,0;0,0;8,6777119048;2,0;1,0;0,7871785718000011;0
RA-524;2022;M;11,0;3;Pública;1,0;2,0;-1,0;6,947;Ágata;0,0;9,4;5,0;;9,1;8,056;5,0;9,0;9,2;;3,0;-1,0;7,331133333;2,0;0,0;0,3841333330000003;0
RA-524;2023;M;12,0;4;Pública;2,0;3,0;-1,0;7,331133333;Ametista;6,4;9,2;2,52;8,333333333;8,9;7,42;5,0;9,0;8,8;;3,0;0,0;7,026322556366667;3,0;1,0;-0,30481077663333345;0
RA-525;2022;F;11,0;1;Pública;1,0;2,0;-1,0;8,013;Ametista;9,0;9,3;7,5;;8,6;8,167;5,0;8,3;8,8;;3,0;-1,0;7,911366667;2,0;0,0;-0,10163333299999966;0
RA-526;2022;M;12,0;0;Pública;1,0;3,0;-2,0;8,079;Topázio;10,0;9,9;7,5;;8,0;8,167;5,0;7,7;8,3;;3,0;-1,0;8,0957;2,0;1,0;0,01670000000000016;0
RA-526;2023;M;13,0;1;Pública;2,0;3,0;-1,0;8,0957;Topázio;9,5;9,8;5,0;8,75;8,8;7,7525;5,0;8,3;9,3;;3,0;-1,0;7,843157894833334;3,0;0,0;-0,25254210516666653;0
RA-527;2022;F;9,0;0;Pública;1,0;1,0;0,0;8,025;Ametista;8,5;10,0;7,5;;6,5;7,5;10,0;5,0;8,0;;3,0;-1,0;7,5682;1,0;-1,0;-0,4568000000000003;1
RA-527;2023;F;10,0;1;Pública;1,0;2,0;-1,0;7,5682;Ametista;9,0;9,1;7,52;7,5;6,5;7,78;5,0;5,7;7,2;;3,0;0,0;8,1403666666;2,0;1,0;0,5721666666000003;0
RA-528;2022;M;11,0;1;Pública;1,0;2,0;-1,0;5,335;Quartzo;0,0;6,2;7,5;;4,0;6,944;5,0;5,3;2,7;;3,0;-1,0;7,6892;2,0;0,0;2,3541999999999996;0
RA-528;2023;M;12,0;2;Pública;2,0;3,0;-1,0;7,6892;Ametista;9,0;8,5;5,0;8,75;8,2;7,92;5,0;7,5;8,8;;3,0;0,0;7,276330075300001;3,0;1,0;-0,41286992469999895;0
RA-529;2022;M;12,0;2;Pública;1,0;3,0;-2,0;6,51;Ágata;8,5;8,9;5,0;;5,2;6,556;5,0;3,3;7,0;;3,0;-2,0;7,278991667;1,0;0,0;0,7689916669999999;0
RA-529;2023;M;13,0;3;Pública;1,0;3,0;-2,0;7,278991667;Ametista;8,0;9,6;7,52;5,78125;6,8;6,893333333;5,0;4,8;8,7;;3,0;-1,0;5,2661285715;2,0;1,0;-2,0128630954999993;0
RA-53;2022;M;17,0;0;Pública;5,0;7,0;-2,0;6,725;Ágata;9,2;7,0;7,5;;7,0;6,458;5,0;6,0;8,0;;3,0;-2,0;7,600633333;6,0;0,0;0,8756333330000006;0
RA-530;2022;M;10,0;3;Pública;1,0;2,0;-1,0;8,338;Topázio;10,0;9,0;7,5;;8,9;9,056;5,0;9,0;8,8;;3,0;0,0;7,653033333;2,0;1,0;-0,6849666669999994;0
RA-530;2023;M;11,0;4;Pública;2,0;2,0;0,0;7,653033333;Ametista;10,0;8,8;5,0;7,708333333;5,7;7,46;10,0;5,8;5,5;;3,0;0,0;7,214534419433333;3,0;0,0;-0,4384989135666668;0
RA-531;2022;M;10,0;0;Pública;1,0;2,0;-1,0;8,057;Ametista;9,5;9,8;7,5;;7,8;8,167;5,0;8,7;7,0;;3,0;0,0;8,3252;2,0;1,0;0,2682000000000002;0
RA-531;2023;M;11,0;1;Pública;2,0;2,0;0,0;8,3252;Topázio;9,5;10,0;2,52;8,75;7,7;8,59;10,0;6,3;9,0;;3,0;0,0;7,912792647066666;3,0;0,0;-0,41240735293333497;0
RA-533;2022;M;10,0;0;Pública;1,0;2,0;-1,0;6,962;Ágata;8,5;8,8;5,6;;6,0;7,333;5,0;5,0;7,0;;3,0;-1,0;7,434866667;1,0;0,0;0,4728666669999999;0
RA-534;2022;F;12,0;1;Pública;1,0;3,0;-2,0;7,131;Ametista;9,0;7,4;7,5;;7,1;7,333;5,0;6,5;7,7;;3,0;-1,0;5,8385;2,0;1,0;-1,2925000000000004;0
RA-534;2023;M;13,0;2;Pública;2,0;3,0;-1,0;5,8385;Quartzo;0,0;8,1;2,52;8,125;5,4;7,92;5,0;3,7;7,0;;3,0;0,0;7,088855054266667;3,0;1,0;1,2503550542666675;0
RA-535;2022;F;10,0;3;Pública;1,0;2,0;-1,0;6,953;Ágata;9,0;9,2;7,5;;5,1;6,917;5,0;4,7;5,5;;2,0;0,0;8,0027;2,0;1,0;1,0497000000000005;0
RA-535;2023;F;11,0;4;Pública;2,0;2,0;0,0;8,0027;Topázio;9,0;9,4;5,0;8,125;5,6;8,95;10,0;4,7;6,5;;3,0;0,0;7,659555952400001;3,0;0,0;-0,34314404760000006;0
RA-536;2022;F;10,0;2;Pública;1,0;2,0;-1,0;7,106;Ametista;9,5;8,9;5,6;;6,0;7,75;5,0;6,3;5,7;;2,0;0,0;7,759533333;2,0;1,0;0,6535333330000004;0
RA-536;2023;F;10,0;3;Pública;2,0;2,0;0,0;7,759533333;Ametista;8,0;9,3;2,52;8,333333333;5,9;9,17;10,0;5,0;6,8;;3,0;1,0;7,7704681818;3,0;1,0;0,010934848799999841;0
RA-538;2022;M;13,0;0;Pública;1,0;3,0;-2,0;6,309;Ágata;8,5;7,5;5,6;;6,8;5,583;5,0;4,5;9,0;;2,0;-1,0;6,413466667;2,0;1,0;0,10446666699999962;0
RA-538;2023;M;13,0;1;Pública;2,0;3,0;-1,0;6,413466667;Ágata;7,4;8,6;2,52;7,916666667;4,7;7,39;5,0;3,5;5,8;;3,0;-1,0;6,514094017066666;3,0;0,0;0,10062735006666657;0
RA-539;2022;F;11,0;0;Pública;1,0;2,0;-1,0;7,665;Ametista;8,5;9,3;6,9;;7,5;8,417;5,0;6,8;8,2;;2,0;-1,0;7,796866667;2,0;0,0;0,13186666699999972;0
RA-539;2023;F;12,0;1;Pública;2,0;3,0;-1,0;7,796866667;Ametista;9,5;8,6;2,52;9,166666667;8,5;8,84;5,0;7,2;9,7;;3,0;0,0;8,465533333333335;3,0;1,0;0,6686666663333352;0
RA-540;2022;F;10,0;3;Pública;1,0;2,0;-1,0;7,303;Ametista;8,5;9,5;5,6;;7,0;7,5;5,0;6,8;7,2;;2,0;0,0;8,216033333;2,0;1,0;0,9130333330000004;0
RA-542;2022;F;11,0;3;Pública;1,0;2,0;-1,0;7,221;Ametista;8,0;9,8;6,3;;6,5;7,417;5,0;5,3;7,7;;2,0;-1,0;7,816533333;2,0;0,0;0,5955333329999997;0
RA-542;2023;F;12,0;4;Pública;2,0;3,0;-1,0;7,816533333;Ametista;9,5;9,7;5,0;8,75;6,3;9,006666667;5,0;5,2;7,3;;3,0;0,0;6,7205649586;3,0;1,0;-1,0959683744;0
RA-543;2022;F;10,0;0;Pública;1,0;2,0;-1,0;7,05;Ametista;8,5;9,8;4,4;;6,5;7,167;5,0;5,0;8,0;;2,0;0,0;7,971833333;2,0;1,0;0,9218333330000004;0
RA-543;2023;F;11,0;1;Pública;2,0;2,0;0,0;7,971833333;Ametista;7,8;9,8;2,52;8,75;6,5;9,006666667;10,0;5,5;7,5;;3,0;1,0;8,0467871118;3,0;1,0;0,07495377880000031;0
RA-546;2022;F;11,0;1;Pública;1,0;2,0;-1,0;6,77;Ágata;9,0;7,9;5,0;;5,6;7,917;5,0;3,3;7,8;;2,0;-1,0;6,031666667;2,0;0,0;-0,7383333329999999;0
RA-546;2023;F;12,0;2;Pública;2,0;3,0;-1,0;6,031666667;Ágata;0,0;7,2;2,52;8,75;5,7;9,173333333;5,0;3,5;7,8;;3,0;0,0;5,702426010066667;3,0;1,0;-0,32924065693333304;0
RA-547;2022;F;11,0;3;Pública;1,0;2,0;-1,0;7,745;Ametista;9,5;9,7;5,0;;7,6;8,833;5,0;7,3;7,8;;2,0;-1,0;6,467;2,0;0,0;-1,2780000000000005;0
RA-547;2023;F;12,0;4;Pública;2,0;3,0;-1,0;6,467;Ágata;0,0;9,1;2,52;8,75;6,2;8,95;5,0;5,0;7,3;;3,0;0,0;7,210290672333333;3,0;1,0;0,743290672333333;0
RA-548;2022;M;12,0;3;Pública;1,0;3,0;-2,0;7,292;Ametista;8,0;9,1;6,9;;7,2;7,583;5,0;5,7;8,7;;2,0;-1,0;7,4322;2,0;1,0;0,1402000000000001;0
RA-548;2023;M;12,0;4;Pública;2,0;3,0;-1,0;7,4322;Ametista;9,0;9,1;2,52;8,333333333;7,4;8,283333333;5,0;6,2;8,5;;3,0;0,0;7,240168803466668;3,0;1,0;-0,1920311965333319;0
RA-549;2022;M;10,0;1;Pública;1,0;2,0;-1,0;6,301;Ágata;10,0;7,9;6,9;;4,2;6,167;5,0;2,2;6,2;;2,0;-1,0;7,0297;1,0;0,0;0,7286999999999999;0
RA-549;2023;M;11,0;2;Pública;1,0;2,0;-1,0;7,0297;Ametista;9,5;8,1;5,02;6,875;6,4;7,5;5,0;5,5;7,2;;3,0;-1,0;6,5398187888;2,0;0,0;-0,48988121120000017;0
RA-55;2022;F;16,0;5;Pública;5,0;6,0;-1,0;6,576;Ágata;7,1;7,6;5,6;;7,5;6,5;5,0;6,7;7,8;7,9;3,0;-1,0;6,898033333;6,0;0,0;0,32203333300000025;0
RA-551;2022;F;12,0;4;Pública;1,0;3,0;-2,0;6,853;Ágata;8,5;7,3;6,9;;6,6;7,333;5,0;5,0;8,2;;2,0;-1,0;7,075033333;2,0;1,0;0,2220333330000006;0
RA-552;2022;M;11,0;0;Pública;1,0;2,0;-1,0;6,625;Ágata;9,5;8,8;5,0;;5,5;7,167;5,0;6,0;5,0;;2,0;-2,0;5,248666667;1,0;-1,0;-1,3763333329999998;1
RA-555;2022;M;12,0;3;Pública;1,0;3,0;-2,0;5,949;Quartzo;9,5;8,1;5,0;;4,4;5,167;5,0;1,8;7,0;;2,0;-1,0;5,898133333;2,0;1,0;-0,0508666670000002;0
RA-555;2023;M;13,0;4;Pública;2,0;3,0;-1,0;5,898133333;Quartzo;7,4;8,1;2,52;6,25;3,9;6,946666667;5,0;1,5;6,2;;3,0;-1,0;5,111470186333333;3,0;0,0;-0,7866631466666663;0
RA-556;2022;F;11,0;4;Pública;1,0;2,0;-1,0;7,181;Ametista;9,0;8,8;5,0;;6,4;8,25;5,0;4,8;8,0;;2,0;-1,0;7,7482;2,0;0,0;0,5671999999999997;0
RA-556;2023;F;12,0;5;Pública;2,0;3,0;-1,0;7,7482;Ametista;8,5;9,6;2,52;9,166666667;7,2;9,396666667;5,0;6,5;7,8;;3,0;0,0;5,833377380933333;3,0;1,0;-1,9148226190666664;0
